 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadas por Município e Ano processamento
Período:Jan/2024
"Município";"2024";"Total"
"110001 ALTA FLORESTA D'OESTE";210;210
"110002 ARIQUEMES";394;394
"110003 CABIXI";12;12
"110004 CACOAL";1375;1375
"110005 CEREJEIRAS";60;60
"110006 COLORADO DO OESTE";39;39
"110009 ESPIGAO D'OESTE";89;89
"110010 GUAJARA-MIRIM";430;430
"110011 JARU";249;249
"110012 JI-PARANA";612;612
"110013 MACHADINHO D'OESTE";168;168
"110014 NOVA BRASILANDIA D'OESTE";71;71
"110015 OURO PRETO DO OESTE";242;242
"110018 PIMENTA BUENO";265;265
"110020 PORTO VELHO";4453;4453
"110025 PRESIDENTE MEDICI";50;50
"110026 RIO CRESPO";4;4
"110028 ROLIM DE MOURA";270;270
"110029 SANTA LUZIA D'OESTE";35;35
"110030 VILHENA";862;862
"110032 SAO MIGUEL DO GUAPORE";99;99
"110033 NOVA MAMORE";94;94
"110034 ALVORADA D'OESTE";34;34
"110037 ALTO ALEGRE DOS PARECIS";30;30
"110040 ALTO PARAISO";18;18
"110045 BURITIS";111;111
"110050 NOVO HORIZONTE DO OESTE";71;71
"110060 CACAULANDIA";4;4
"110070 CAMPO NOVO DE RONDONIA";19;19
"110080 CANDEIAS DO JAMARI";6;6
"110094 CUJUBIM";227;227
"110100 GOVERNADOR JORGE TEIXEIRA";5;5
"110120 MINISTRO ANDREAZZA";25;25
"110130 MIRANTE DA SERRA";24;24
"110140 MONTE NEGRO";81;81
"110143 NOVA UNIAO";10;10
"110145 PARECIS";7;7
"110146 PIMENTEIRAS DO OESTE";1;1
"110148 SAO FELIPE D'OESTE";1;1
"110149 SAO FRANCISCO DO GUAPORE";117;117
"110150 SERINGUEIRAS";45;45
"110155 TEIXEIROPOLIS";3;3
"110160 THEOBROMA";15;15
"110170 URUPA";40;40
"110175 VALE DO ANARI";9;9
"110180 VALE DO PARAISO";18;18
"120001 ACRELANDIA";22;22
"120005 ASSIS BRASIL";46;46
"120010 BRASILEIA";217;217
"120020 CRUZEIRO DO SUL";890;890
"120030 FEIJO";80;80
"120033 MANCIO LIMA";51;51
"120034 MANOEL URBANO";29;29
"120035 MARECHAL THAUMATURGO";23;23
"120038 PLACIDO DE CASTRO";49;49
"120039 PORTO WALTER";24;24
"120040 RIO BRANCO";2413;2413
"120042 RODRIGUES ALVES";45;45
"120043 SANTA ROSA DO PURUS";23;23
"120045 SENADOR GUIOMARD";35;35
"120050 SENA MADUREIRA";124;124
"120060 TARAUACA";202;202
"120070 XAPURI";42;42
"130002 ALVARAES";54;54
"130006 AMATURA";9;9
"130008 ANAMA";155;155
"130010 ANORI";182;182
"130014 APUI";89;89
"130020 ATALAIA DO NORTE";33;33
"130030 AUTAZES";93;93
"130040 BARCELOS";74;74
"130050 BARREIRINHA";116;116
"130060 BENJAMIN CONSTANT";195;195
"130063 BERURI";55;55
"130068 BOA VISTA DO RAMOS";79;79
"130070 BOCA DO ACRE";181;181
"130080 BORBA";146;146
"130083 CAAPIRANGA";52;52
"130090 CANUTAMA";42;42
"130100 CARAUARI";198;198
"130110 CAREIRO";142;142
"130120 COARI";460;460
"130130 CODAJAS";119;119
"130140 EIRUNEPE";125;125
"130150 ENVIRA";54;54
"130160 FONTE BOA";120;120
"130165 GUAJARA";40;40
"130170 HUMAITA";174;174
"130180 IPIXUNA";174;174
"130185 IRANDUBA";54;54
"130190 ITACOATIARA";409;409
"130195 ITAMARATI";67;67
"130200 ITAPIRANGA";26;26
"130210 JAPURA";42;42
"130230 JUTAI";160;160
"130240 LABREA";1;1
"130250 MANACAPURU";453;453
"130255 MANAQUIRI";22;22
"130260 MANAUS";8289;8289
"130270 MANICORE";129;129
"130280 MARAA";102;102
"130290 MAUES";214;214
"130300 NHAMUNDA";49;49
"130310 NOVA OLINDA DO NORTE";108;108
"130320 NOVO AIRAO";90;90
"130330 NOVO ARIPUANA";113;113
"130340 PARINTINS";870;870
"130350 PAUINI";97;97
"130353 PRESIDENTE FIGUEIREDO";68;68
"130356 RIO PRETO DA EVA";37;37
"130360 SANTA ISABEL DO RIO NEGRO";5;5
"130370 SANTO ANTONIO DO ICA";129;129
"130380 SAO GABRIEL DA CACHOEIRA";252;252
"130390 SAO PAULO DE OLIVENCA";102;102
"130395 SAO SEBASTIAO DO UATUMA";48;48
"130400 SILVES";52;52
"130406 TABATINGA";65;65
"130410 TAPAUA";70;70
"130420 TEFE";440;440
"130423 TONANTINS";123;123
"130426 UARINI";51;51
"130430 URUCARA";59;59
"130440 URUCURITUBA";33;33
"140005 ALTO ALEGRE";14;14
"140010 BOA VISTA";3251;3251
"140015 BONFIM";2;2
"140020 CARACARAI";5;5
"140023 CAROEBE";11;11
"140040 NORMANDIA";10;10
"140045 PACARAIMA";72;72
"140047 RORAINOPOLIS";215;215
"140050 SAO JOAO DA BALIZA";124;124
"140060 SAO LUIZ";10;10
"150010 ABAETETUBA";906;906
"150013 ABEL FIGUEIREDO";29;29
"150020 ACARA";121;121
"150030 AFUA";74;74
"150034 AGUA AZUL DO NORTE";72;72
"150040 ALENQUER";473;473
"150050 ALMEIRIM";152;152
"150060 ALTAMIRA";922;922
"150070 ANAJAS";134;134
"150080 ANANINDEUA";2120;2120
"150085 ANAPU";121;121
"150090 AUGUSTO CORREA";287;287
"150095 AURORA DO PARA";111;111
"150110 BAGRE";33;33
"150120 BAIAO";193;193
"150125 BANNACH";19;19
"150130 BARCARENA";429;429
"150140 BELEM";10922;10922
"150145 BELTERRA";30;30
"150157 BOM JESUS DO TOCANTINS";72;72
"150170 BRAGANCA";1038;1038
"150172 BRASIL NOVO";315;315
"150175 BREJO GRANDE DO ARAGUAIA";58;58
"150178 BREU BRANCO";92;92
"150180 BREVES";767;767
"150200 CACHOEIRA DO ARARI";103;103
"150210 CAMETA";672;672
"150215 CANAA DOS CARAJAS";582;582
"150220 CAPANEMA";680;680
"150230 CAPITAO POCO";80;80
"150240 CASTANHAL";2054;2054
"150250 CHAVES";24;24
"150270 CONCEICAO DO ARAGUAIA";362;362
"150275 CONCORDIA DO PARA";49;49
"150276 CUMARU DO NORTE";64;64
"150277 CURIONOPOLIS";94;94
"150280 CURRALINHO";115;115
"150290 CURUCA";165;165
"150293 DOM ELISEU";165;165
"150295 ELDORADO DOS CARAJAS";169;169
"150300 FARO";38;38
"150304 FLORESTA DO ARAGUAIA";116;116
"150307 GARRAFAO DO NORTE";33;33
"150309 GOIANESIA DO PARA";153;153
"150310 GURUPA";158;158
"150320 IGARAPE-ACU";75;75
"150330 IGARAPE-MIRI";684;684
"150345 IPIXUNA DO PARA";465;465
"150350 IRITUIA";57;57
"150360 ITAITUBA";735;735
"150370 ITUPIRANGA";113;113
"150375 JACAREACANGA";111;111
"150380 JACUNDA";298;298
"150390 JURUTI";167;167
"150400 LIMOEIRO DO AJURU";108;108
"150405 MAE DO RIO";100;100
"150420 MARABA";1681;1681
"150430 MARACANA";65;65
"150440 MARAPANIM";41;41
"150442 MARITUBA";632;632
"150445 MEDICILANDIA";100;100
"150450 MELGACO";76;76
"150460 MOCAJUBA";159;159
"150470 MOJU";153;153
"150480 MONTE ALEGRE";318;318
"150490 MUANA";152;152
"150495 NOVA ESPERANCA DO PIRIA";48;48
"150497 NOVA IPIXUNA";21;21
"150503 NOVO PROGRESSO";201;201
"150506 NOVO REPARTIMENTO";88;88
"150510 OBIDOS";198;198
"150520 OEIRAS DO PARA";40;40
"150530 ORIXIMINA";405;405
"150540 OUREM";54;54
"150543 OURILANDIA DO NORTE";159;159
"150548 PACAJA";212;212
"150549 PALESTINA DO PARA";26;26
"150550 PARAGOMINAS";579;579
"150553 PARAUAPEBAS";761;761
"150555 PAU D'ARCO";62;62
"150563 PICARRA";62;62
"150565 PLACAS";102;102
"150580 PORTEL";195;195
"150590 PORTO DE MOZ";199;199
"150600 PRAINHA";83;83
"150613 REDENCAO";677;677
"150616 RIO MARIA";79;79
"150618 RONDON DO PARA";158;158
"150619 RUROPOLIS";127;127
"150620 SALINOPOLIS";222;222
"150630 SALVATERRA";64;64
"150640 SANTA CRUZ DO ARARI";42;42
"150650 SANTA IZABEL DO PARA";93;93
"150658 SANTA MARIA DAS BARREIRAS";73;73
"150660 SANTA MARIA DO PARA";44;44
"150670 SANTANA DO ARAGUAIA";285;285
"150680 SANTAREM";1525;1525
"150700 SANTO ANTONIO DO TAUA";436;436
"150715 SAO DOMINGOS DO ARAGUAIA";31;31
"150720 SAO DOMINGOS DO CAPIM";67;67
"150730 SAO FELIX DO XINGU";278;278
"150745 SAO GERALDO DO ARAGUAIA";84;84
"150747 SAO JOAO DE PIRABAS";57;57
"150750 SAO JOAO DO ARAGUAIA";18;18
"150760 SAO MIGUEL DO GUAMA";134;134
"150770 SAO SEBASTIAO DA BOA VISTA";108;108
"150775 SAPUCAIA";13;13
"150780 SENADOR JOSE PORFIRIO";88;88
"150790 SOURE";116;116
"150795 TAILANDIA";302;302
"150797 TERRA SANTA";91;91
"150800 TOME-ACU";302;302
"150803 TRACUATEUA";95;95
"150805 TRAIRAO";122;122
"150808 TUCUMA";305;305
"150810 TUCURUI";558;558
"150812 ULIANOPOLIS";163;163
"150815 URUARA";296;296
"150820 VIGIA";110;110
"150830 VISEU";202;202
"150835 VITORIA DO XINGU";115;115
"150840 XINGUARA";277;277
"160005 SERRA DO NAVIO";2;2
"160010 AMAPA";14;14
"160015 PEDRA BRANCA DO AMAPARI";8;8
"160020 CALCOENE";25;25
"160023 FERREIRA GOMES";24;24
"160027 LARANJAL DO JARI";345;345
"160030 MACAPA";3467;3467
"160040 MAZAGAO";3;3
"160050 OIAPOQUE";152;152
"160060 SANTANA";750;750
"170070 ALVORADA";36;36
"170100 ANANAS";6;6
"170190 ARAGUACEMA";25;25
"170200 ARAGUACU";19;19
"170210 ARAGUAINA";1733;1733
"170220 ARAGUATINS";48;48
"170230 ARAPOEMA";107;107
"170240 ARRAIAS";118;118
"170255 AUGUSTINOPOLIS";312;312
"170370 BREJINHO DE NAZARE";3;3
"170550 COLINAS DO TOCANTINS";138;138
"170700 DIANOPOLIS";124;124
"170710 DIVINOPOLIS DO TOCANTINS";18;18
"170820 FORMOSO DO ARAGUAIA";58;58
"170900 GOIATINS";16;16
"170930 GUARAI";296;296
"170950 GURUPI";817;817
"171190 LAGOA DA CONFUSAO";13;13
"171320 MIRACEMA DO TOCANTINS";203;203
"171420 NATIVIDADE";3;3
"171575 PALMEIROPOLIS";5;5
"171610 PARAISO DO TOCANTINS";489;489
"171620 PARANA";14;14
"171650 PEDRO AFONSO";62;62
"171660 PEIXE";16;16
"171700 PINDORAMA DO TOCANTINS";28;28
"171750 PIUM";51;51
"171790 PONTE ALTA DO TOCANTINS";4;4
"171820 PORTO NACIONAL";471;471
"172065 SILVANOPOLIS";2;2
"172080 SITIO NOVO DO TOCANTINS";35;35
"172090 TAGUATINGA";51;51
"172100 PALMAS";2433;2433
"172120 TOCANTINOPOLIS";65;65
"172210 XAMBIOA";144;144
"210005 ACAILANDIA";584;584
"210010 AFONSO CUNHA";27;27
"210020 ALCANTARA";10;10
"210030 ALDEIAS ALTAS";40;40
"210043 ALTO ALEGRE DO MARANHAO";300;300
"210047 ALTO ALEGRE DO PINDARE";223;223
"210050 ALTO PARNAIBA";21;21
"210060 AMARANTE DO MARANHAO";232;232
"210070 ANAJATUBA";36;36
"210080 ANAPURUS";40;40
"210083 APICUM-ACU";100;100
"210087 ARAGUANA";67;67
"210090 ARAIOSES";3;3
"210095 ARAME";127;127
"210100 ARARI";16;16
"210110 AXIXA";18;18
"210120 BACABAL";865;865
"210125 BACABEIRA";26;26
"210130 BACURI";105;105
"210140 BALSAS";687;687
"210150 BARAO DE GRAJAU";39;39
"210160 BARRA DO CORDA";840;840
"210170 BARREIRINHAS";521;521
"210177 BELA VISTA DO MARANHAO";71;71
"210190 BEQUIMAO";51;51
"210193 BERNARDO DO MEARIM";51;51
"210200 BOM JARDIM";139;139
"210203 BOM JESUS DAS SELVAS";113;113
"210210 BREJO";78;78
"210220 BURITI";68;68
"210230 BURITI BRAVO";72;72
"210232 BURITICUPU";328;328
"210240 CAJAPIO";23;23
"210250 CAJARI";25;25
"210270 CANTANHEDE";70;70
"210280 CAROLINA";172;172
"210290 CARUTAPERA";192;192
"210300 CAXIAS";1121;1121
"210310 CEDRAL";341;341
"210312 CENTRAL DO MARANHAO";52;52
"210320 CHAPADINHA";460;460
"210325 CIDELANDIA";79;79
"210330 CODO";361;361
"210340 COELHO NETO";143;143
"210350 COLINAS";623;623
"210355 CONCEICAO DO LAGO-ACU";72;72
"210360 COROATA";361;361
"210370 CURURUPU";403;403
"210380 DOM PEDRO";123;123
"210390 DUQUE BACELAR";78;78
"210400 ESPERANTINOPOLIS";108;108
"210405 ESTREITO";163;163
"210407 FEIRA NOVA DO MARANHAO";56;56
